Ngày,Loại,Hạng mục,Diễn giải,Số tiền,Người thực hiện,Đối tượng,Dạng đối tượng,Tài khoản,Tài khoản liên quan,Mã giao dịch,Chứng từ
08/11/2025,Thu,,Anh Hoàng Vũ thanh toán công nợ,4.550.000,Trang,,,Tk Ni,,20251108-001,
07/11/2025,Chi,,"Thanh toán tiền nước T10,2025",2.485.896,Trang,,,Tiền mặt,,20251107-001,
07/11/2025,Chi,,Mr Hoàn gửi phong bì cho bên thôn Cát Lợi: Đại hội chi bộ.  Mua mì tôm gạo tặng người nghèo,1.000.000,Trang,,,Tiền mặt,,20251107-002,
07/11/2025,Chi,,Gửi 1 thùng tài thắng cho Phương HN,250.000,Trang,,,Tiền mặt,,20251107-003,
07/11/2025,Chi,,Mua 2 bình nhớt cho máy hck,240.000,Trang,,,Tiền mặt,,20251107-004,
07/11/2025,Chi,,Gửi 2 thùng cho vạn quang phú quốc,500.000,Trang,,,Tiền mặt,,20251107-005,
07/11/2025,Chi,,Gửi 1 thùng cho vạn quang vĩnh long,150.000,Trang,,,Tiền mặt,,20251107-006,
07/11/2025,Chi,,Gửi 5 thùng cho DPN,500.000,Trang,,,Tiền mặt,,20251107-007,
07/11/2025,Thu,,CT TNHH KIWAMI VIET NAM chuyen tien thanh toan công nợ hd 1166,1.745.625,Trang,,,TCB CTY,,20251107-008,
07/11/2025,Chi,,CK trả lại tiền dư công nợ T10 của DPN (đã unc qua tk công ty),10.711.000,Trang,,,TK Linh,,20251107-009,
07/11/2025,Thu,,"Go Food ck trả (do mình nhờ xuất hóa đơn, xong unc qua tk công ty cho họ), họ ck trả tk cá nhân (HĐ 156:  339.444.000, mình mới unc 89,444,000 vnđ, họ trừ vat hết hóa đơn: 16,164,000 còn lại ck mình 73,280,000)",73.280.000,Trang,,,TK Dung,,20251107-010,
07/11/2025,Thu,,KS Mường Thanh thanh toán công nợ bill 7/11,4.160.000,Trang,,,Tk Ni,,20251107-011,
06/11/2025,Chi,,Mua đồ đơm,75.000,Trang,,,Tiền mặt,,20251106-001,
06/11/2025,Thu,,Anh Việt ST thanh toán công nợ,5.750.000,Trang,,,Tiền mặt,,20251106-002,
06/11/2025,Chi,,TT công nợ chả cá Trí,5.750.000,Trang,,,Tiền mặt,,20251106-003,
06/11/2025,Thu,,Family thanh toán công nợ,2.520.000,Trang,,,Tiền mặt,,20251106-004,
06/11/2025,Chi,,TT công nợ chả cá Trí,2.520.000,Trang,,,Tiền mặt,,20251106-005,
06/11/2025,Thu,,Ngọc Anh ĐN thanh toán công nợ,6.350.000,Trang,,,Tiền mặt,,20251106-006,
06/11/2025,Chi,,TT công nợ chả cá Trí,6.350.000,Trang,,,Tiền mặt,,20251106-007,
06/11/2025,Chi,,Mua 15 bao đá bi,345.000,Trang,,,Tiền mặt,,20251106-008,
06/11/2025,Thu,,chị Hằng totoro DN thanh toán công nợ phần cá nhân,2.744.500,Trang,,,Tiền mặt,,20251106-009,
06/11/2025,Chi,,TT công nợ chả cá Trí,2.744.500,Trang,,,Tiền mặt,,20251106-010,
06/11/2025,Thu,,TP ngày mới thanh toán công nợ,11.213.500,Trang,,,Tiền mặt,,20251106-011,
06/11/2025,Chi,,TT công nợ chị Bé tân,11.213.500,Trang,,,Tiền mặt,,20251106-012,
06/11/2025,Chi,,Gửi 3 thùng xe cont cho Phương HN,750.000,Trang,,,Tiền mặt,,20251106-013,
06/11/2025,Chi,,Gửi 1 thùng cho Vạn quang phú quốc + 1 thùng cho baba phú quốc,450.000,Trang,,,Tiền mặt,,20251106-014,
06/11/2025,Chi,,thanh toan hoa don 2901 cho cty DL Phuong Nam,1.830.000,Trang,,,TCB CTY,,20251106-015,
06/11/2025,Chi,,thanh toan tien mua nhum cho Nguyen Thi Dang tt công nợ,19.515.000,Trang,,,TCB CTY,,20251106-016,
06/11/2025,Thu,,VinRoll ck tt công nợ,18.740.925,Trang,,,TCB CTY,,20251106-017,
06/11/2025,Thu,,VU THI HUONG chuyen tien cs1 tt công nợ,2.602.950,Trang,,,TCB CTY,,20251106-018,
06/11/2025,Thu,,VU THI HUONG chuyen tien cs2 tt công nợ,9.056.250,Trang,,,TCB CTY,,20251106-019,
06/11/2025,Thu,,Sơn Ba thanh toán công nợ bill 3/11,1.680.000,Trang,,,TCB CTY,,20251106-020,
06/11/2025,Chi,,TT công nợ chị PHúc,25.840.000,Trang,,,TK Linh,,20251106-021,
06/11/2025,Thu,,Anh Thêu thanh toán công nợ,2.260.000,Trang,,,TK Dung,,20251106-022,
06/11/2025,Thu,,Doan Tam thanh toán công nợ,3.300.000,Trang,,,TK Dung,,20251106-023,
06/11/2025,Thu,,Anh hùng mai hắc đế tt công nợ,2.730.000,Trang,,,Tk Ngợi,,20251106-024,
06/11/2025,Thu,,Hana sushi thái bình tt công nợ,1.961.000,Trang,,,Tk Ngợi,,20251106-025,
05/11/2025,Chi,Chi phí khác,Mua đồ cúng,210.000,Trang,Khác,Khác,Tiền mặt,,20251105-001,
05/11/2025,Chi,Khác,Dự án nhum: phong bì đưa thầy,2.000.000,Trang,Khác,Khác,Tiền mặt,,20251105-002,
05/11/2025,Chi,Khác,Dự án nhum: Mua đồ cúng,250.000,Trang,Khác,Khác,Tiền mặt,,20251105-003,
05/11/2025,Thu,Chuyển nội bộ,Rút tiền tk công ty,140.000.000,Trang,Khác,Khác,Tiền mặt,,20251105-004,
05/11/2025,Chi,Chi phí nguyên vật liệu,Nhận 4t nang của HS linh linh gửi + 2t kiếm tươi của Thúy bãi Vũ Mập,1.120.000,Trang,Khác,Khác,Tiền mặt,,20251105-005,
05/11/2025,Chi,Lương thưởng,Hoàn,1.198.000,Trang,Khác,Khác,Tiền mặt,,20251105-006,
05/11/2025,Chi,Lương thưởng,Sơn,4.219.000,Trang,Khác,Khác,Tiền mặt,,20251105-007,
05/11/2025,Chi,Lương thưởng,Sa,1.509.000,Trang,Khác,Khác,Tiền mặt,,20251105-008,
05/11/2025,Thu,Lương thưởng,Trang  trả lại lương dư,3.265.000,Trang,Khác,Khác,Tiền mặt,,20251105-009,
05/11/2025,Thu,Lương thưởng,Mỹ Hiền ck trả lại lương dư,1.601.000,Trang,Khác,Khác,Tiền mặt,,20251105-010,
05/11/2025,Chi,Lương thưởng,Lệ,7.417.000,Trang,Khác,Khác,Tiền mặt,,20251105-011,
05/11/2025,Chi,Lương thưởng,Phương,3.227.000,Trang,Khác,Khác,Tiền mặt,,20251105-012,
05/11/2025,Chi,Lương thưởng,Trâm Anh,12.870.000,Trang,Khác,Khác,Tiền mặt,,20251105-013,
05/11/2025,Chi,Lương thưởng,Cơ động,5.000.000,Trang,Khác,Khác,Tiền mặt,,20251105-014,
05/11/2025,Chi,Lương thưởng,Trung,11.151.250,Trang,Khác,Khác,Tiền mặt,,20251105-015,
05/11/2025,Chi,Lương thưởng,Duyên (ck 3tr còn tiền mặt),8.500.000,Trang,Khác,Khác,Tiền mặt,,20251105-016,
05/11/2025,Chi,Lương thưởng,Ly (ck 3tr còn tiền mặt),6.733.000,Trang,Khác,Khác,Tiền mặt,,20251105-017,
05/11/2025,Chi,Lương thưởng,Lý,6.875.000,Trang,Khác,Khác,Tiền mặt,,20251105-018,
05/11/2025,Thu,Lương thưởng,Vương ck trả lại lương dư,2.613.000,Trang,Khác,Khác,Tiền mặt,,20251105-019,
05/11/2025,Chi,Lương thưởng,Khang,7.000.000,Trang,Khác,Khác,Tiền mặt,,20251105-020,
05/11/2025,Chi,Lương thưởng,Thiện Chí,7.625.000,Trang,Khác,Khác,Tiền mặt,,20251105-021,
05/11/2025,Chi,Lương thưởng,Dư,4.625.000,Trang,Khác,Khác,Tiền mặt,,20251105-022,
05/11/2025,Chi,Lương thưởng,Thảo,7.434.000,Trang,Khác,Khác,Tiền mặt,,20251105-023,
05/11/2025,Chi,Lương thưởng,Phượng,6.755.000,Trang,Khác,Khác,Tiền mặt,,20251105-024,
05/11/2025,Chi,Lương thưởng,Hiền,6.636.000,Trang,Khác,Khác,Tiền mặt,,20251105-025,
05/11/2025,Chi,Lương thưởng,Nở,7.146.000,Trang,Khác,Khác,Tiền mặt,,20251105-026,
05/11/2025,Chi,Lương thưởng,Luyến,7.739.000,Trang,Khác,Khác,Tiền mặt,,20251105-027,
05/11/2025,Chi,Lương thưởng,Thủy,4.696.000,Trang,Khác,Khác,Tiền mặt,,20251105-028,
05/11/2025,Chi,Lương thưởng,Thy,6.340.000,Trang,Khác,Khác,Tiền mặt,,20251105-029,
05/11/2025,Chi,Lương thưởng,Bình,3.138.000,Trang,Khác,Khác,Tiền mặt,,20251105-030,
05/11/2025,Chi,Lương thưởng,Tuấn,8.699.000,Trang,Khác,Khác,Tiền mặt,,20251105-031,
05/11/2025,Chi,Vận chuyển,"Phí vckv hn từ 21-31/10 (sau khi trừ tiền mặt Phương thu của khách Quốc Hoàn, Thủy Tiên, chị Linh HN)",273.000,Trang,Khác,Khác,Tiền mặt,,20251105-032,
05/11/2025,Chi,Vận chuyển,Phí vckv SG từ 14-31/10 (sau khi trừ 711k bên file thu chi Lệ),1.509.000,Trang,Khác,Khác,Tiền mặt,,20251105-033,
05/11/2025,Thu,Doanh thu Bán hàng,Thu tiền mặt công nợ T9 của Du Thuyền,10.092.000,Trang,CT CP TẬP ĐOÀN DU THUYỀN- NHA TRANG,NH,Tiền mặt,,20251105-034,
05/11/2025,Chi,Khác,Dự án nhum: Tiền thầy mua lễ cúng,1.705.000,Trang,Khác,Khác,Tiền mặt,,20251105-035,
05/11/2025,Chi,Vận chuyển,Thanh toán tiền Grab A Trãi 5 đơn,350.000,Trang,Khác,Khác,Tiền mặt,,20251105-036,
05/11/2025,Chi,Chi phí nguyên vật liệu,Thanh toán phí vận chuyển loin ngừ tươi Ý gửi từ bến xe hà nội đến nơi cho khách,200.000,Trang,Khác,Khác,Tiền mặt,,20251105-037,
05/11/2025,Chi,Chi phí khác,Mua 01 quạt cây cho văn phòng,350.000,Trang,Khác,Khác,Tiền mặt,,20251105-038,
05/11/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi,345.000,Trang,Khác,Khác,Tiền mặt,,20251105-039,
05/11/2025,Chi,Vận chuyển,Gửi 7 thùng cho Ocean Link,700.000,Trang,Khác,Khác,Tiền mặt,,20251105-040,
05/11/2025,Chi,Vận chuyển,Gửi 1 thùng cho Marusei DN,100.000,Trang,Khác,Khác,Tiền mặt,,20251105-041,
05/11/2025,Thu,Doanh thu Bán hàng,DPN THANH TOAN ECO HD SO 1086 THANG 10 2025 công nợ,370.796.355,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TCB CTY,,20251105-042,
05/11/2025,Thu,Doanh thu Bán hàng,DPN THANH TOAN ECO HD SO 1144 1145 THANG 10 2025 công nợ,384.433.259,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TCB CTY,,20251105-043,
05/11/2025,Chi,Chuyển nội bộ,Rút tiền tk công ty,140.000.000,Trang,Khác,Khác,TCB CTY,,20251105-044,
05/11/2025,Thu,Doanh thu Bán hàng,NGUYEN DAO PHUONG LINH chuyen tien công nợ,2.722.845,Trang,CT TNHH TM DV VÀ TP PHƯƠNG LINH,KL,TCB CTY,,20251105-045,
05/11/2025,Chi,Chi phí nguyên vật liệu,thanh toan hoa don 599 cho cty HS Linh Linh TT công nợ,58.225.440,Trang,CT HẢI SẢN LINH LINH,NCC,TCB CTY,,20251105-046,
05/11/2025,Chi,Lương thưởng,Hoàn,10.925.000,Trang,Khác,Khác,TCB CTY,,20251105-047,
05/11/2025,Chi,Lương thưởng,Sơn,10.601.250,Trang,Khác,Khác,TCB CTY,,20251105-048,
05/11/2025,Chi,Lương thưởng,Sa,10.601.250,Trang,Khác,Khác,TCB CTY,,20251105-049,
05/11/2025,Chi,Lương thưởng,Trang,10.601.250,Trang,Khác,Khác,TCB CTY,,20251105-050,
05/11/2025,Chi,Lương thưởng,Mỹ Hiền,10.601.250,Trang,Khác,Khác,TCB CTY,,20251105-051,
05/11/2025,Chi,Lương thưởng,Ngợi,10.601.250,Trang,Khác,Khác,TCB CTY,,20251105-052,
05/11/2025,Chi,Lương thưởng,Phương,10.082.019,Trang,Khác,Khác,TCB CTY,,20251105-053,
05/11/2025,Chi,Lương thưởng,Vương,10.082.019,Trang,Khác,Khác,TCB CTY,,20251105-054,
05/11/2025,Thu,Doanh thu Bán hàng,sushi tiger thanh toan cong no SAKA NA thang 10 công nợ,12.257.326,Trang,"CT TNHH TISM & CO ( MR NAM- LA THÀNH,HN)",NH,TCB CTY,,20251105-055,
05/11/2025,Thu,Doanh thu Bán hàng,"Marusei thanh toan Eco HD 1094, 1107, 1137 công nợ",23.667.000,Trang,CT MARUSEI - ĐN,NPP,TCB CTY,,20251105-056,
05/11/2025,Thu,Doanh thu Bán hàng,CONG TY TNHH DAU TU NTP TT CA NGU 2 810 công nợ,2.047.500,Trang,CT TNHH ĐT NGỌC THỊNH PHÁT (MR TÌNH),NH,TCB CTY,,20251105-057,
05/11/2025,Chi,Vận chuyển,"Thanh toán phí ship kvsg 15-31/10/2025 (còn lại Trang ck thêm: 2220k-711k= 1,509,000)",711.000,Trang,Khác,Khác,TK Lệ,,20251105-058,
05/11/2025,Thu,Doanh thu Bán hàng,Green Good thanh toán công nợ t10,30.845.000,Trang,CT GREENGOOD,NPP,TK Linh,,20251105-059,
05/11/2025,Chi,Chi phí khác,Sơn mua thêm dây thép chống bão,95.000,Trang,Khác,Khác,TK Sơn,,20251105-060,
05/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt a Tới phú quý,23.203.000,Trang,NCC BT - ANH TỚI - PHÚ QUÝ,NCC,TK Dung,,20251105-061,
05/11/2025,Thu,Doanh thu Bán hàng,CT TNHH TISM & CO ( MR NAM- Nguyễn Văn Ngọc) tt công nợ,948.672,Trang,"CT TNHH TISM & CO ( MR NAM- LA THÀNH,HN)",NH,TK Dung,,20251105-062,
05/11/2025,Thu,Doanh thu Bán hàng,Chị Trinh q7 thanh toán công nợ,3.900.000,Trang,MS TRINH- QUẬN 7,KL,TK Dung,,20251105-063,
05/11/2025,Thu,Lương thưởng,Ngợi trả lại phần lương dư,412.000,Trang,Khác,Khác,Tk Ngợi,,20251105-064,
05/11/2025,Chi,Khác,Dự án nhum: thanh toán tiền mua nhum con + cá bò hòm: 1095*6+5*40,6.770.000,Trang,Khác,Khác,Tk Ngợi,,20251105-065,
04/11/2025,Chi,Chi phí khác,"Thanh toán tiền internet kvHN t10,2025",260.000,Trang,Khác,Khác,Tiền mặt,,20251104-001,
04/11/2025,Chi,Chi phí nguyên vật liệu,Nhận 7 thùng tuna loin tươi Ý gửi + 2thùng kiếm + 4t loin tươi Thúy gửi + tiền bãi Vũ Mập,2.750.000,Trang,Khác,Khác,Tiền mặt,,20251104-002,
04/11/2025,Thu,Doanh thu Bán hàng,A Toàn đà nẵng thanh toán công nợ ,6.350.000,Trang,MR TOÀN - ĐÀ NẴNG,KL,Tiền mặt,,20251104-003,
04/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chả cá Trí,6.350.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251104-004,
04/11/2025,Thu,Doanh thu Bán hàng,Mr Trường SG (Ông Thọ) thanh toán công nợ,2.750.000,Trang,MR TRƯỜNG - SG,KL,Tiền mặt,,20251104-005,
04/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chả Cá Trí,2.750.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251104-006,
04/11/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi,345.000,Trang,Khác,Khác,Tiền mặt,,20251104-007,
04/11/2025,Chi,Vận chuyển,Gửi 2 thùng xe tài thắng cho Phương HN,500.000,Trang,Khác,Khác,Tiền mặt,,20251104-008,
04/11/2025,Chi,Chi phí Sản xuất chung,Tiền thu gom rác 32 bao,320.000,Trang,Khác,Khác,Tiền mặt,,20251104-009,
04/11/2025,Chi,Vận chuyển,Gửi 1 thùng cho chị Giang cần thơ,100.000,Trang,Khác,Khác,Tiền mặt,,20251104-010,
04/11/2025,Chi,Vận chuyển,Gửi 9t cho DPN + 1t anh Nhân + 1t Anh Nghĩa ĐN,1.000.000,Trang,Khác,Khác,Tiền mặt,,20251104-011,
04/11/2025,Chi,Chi phí Sản xuất chung,Cong ty co phan thuc pham eco organic nha trang PQ09000856784 thanh toan tien dien ky thang 10.2025,22.402.932,Trang,Khác,Khác,TCB CTY,,20251104-012,
04/11/2025,Chi,Chi phí Sản xuất chung,Cong ty co phan thuc pham eco organic nha trang PQ09000853144 thanh toan tien dien ky thang  10.2025,21.909.735,Trang,Khác,Khác,TCB CTY,,20251104-013,
04/11/2025,Chi,Chi phí Sản xuất chung,Cty CP TP ECO ORGANIC NT KHA-01-0037650 THANH TOAN CUOC PHI internet va dt ban THANG 10.2025,202.000,Trang,Khác,Khác,TCB CTY,,20251104-014,
04/11/2025,Chi,Lương thưởng,cong ty co phan thuc pham eco organic nha trang TZ1158Z nop tien bhxh thang 10.2025,13.760.000,Trang,Khác,Khác,TCB CTY,,20251104-015,
04/11/2025,Chi,Lương thưởng,Tạm ứng lương Mr Hoàn tháng 10 (thanh toán tiền vé máy bay Trần Thị Linh cho cty Bảo Gia Trần),2.757.200,Trang,Khác,Khác,TCB CTY,,20251104-016,
04/11/2025,Thu,Doanh thu Bán hàng,Anh Đông phú quốc thanh toán công nợ,2.035.000,Trang,MR ĐÔNG - PHÚ QUỐC,NH,TK Linh,,20251104-017,
04/11/2025,Chi,Chi phí khác,Mua ống nước + dây thép cho xưởng,373.000,Trang,Khác,Khác,TK Sơn,,20251104-018,
04/11/2025,Thu,Doanh thu Bán hàng,Ms Lì thanh toán công nợ,2.600.000,Trang,MS LÌ - SÀI GÒN,KL,TK Dung,,20251104-019,
03/11/2025,Chi,Chi phí khác,Mua đồ đơm,116.000,Trang,Khác,Khác,Tiền mặt,,20251103-001,
03/11/2025,Thu,Chuyển nội bộ,Rút tiền tk công ty,100.000.000,Trang,Nội Bộ,Nội Bộ,Tiền mặt,,20251103-002,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Phạm Thị Lợi,65.000.000,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,Tiền mặt,,20251103-003,
03/11/2025,Chi,Chi phí khác,Phí ngân hàng gửi tiền cho chị Lợi,36.000,Trang,Techcombank,Ngân hàng,Tiền mặt,,20251103-004,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ nhận 2 thùng nhum cô Thủy,22.800.000,Trang,HOÀNG THỊ THÚY - HÒN RỚ (CÔ THỦY),NCC,Tiền mặt,,20251103-005,
03/11/2025,Chi,Chi phí nguyên vật liệu,Nhận 3 thùng kiếm + 3 thùng loin ngừ tươi Thúy tam quan gửi,1.420.000,Trang,Khác,Khác,Tiền mặt,,20251103-006,
03/11/2025,Chi,Chi phí khác,Đưa tiền đi chợ cho cô Dư tuần tiếp,2.500.000,Trang,Khác,Khác,Tiền mặt,,20251103-007,
03/11/2025,Thu,Doanh thu Bán hàng,Uni Sushi thanh toán công nợ đến hết 1/11,3.705.000,Trang,NH UNI SUSHI,NH,Tiền mặt,,20251103-008,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chả cá Trí,3.705.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251103-009,
03/11/2025,Thu,Doanh thu Bán hàng,Ms Thủy Tiên thanh toán công nợ bill phú quốc,1.880.000,Trang,MS THỦY TIÊN - HN,KL,Tiền mặt,,20251103-010,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chả cá Trí,1.880.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251103-011,
03/11/2025,Thu,Doanh thu Bán hàng,Anh Giang ninh hòa thanh toán công nợ,2.280.000,Trang,MR GIANG- VẠN GIÃ,KL,Tiền mặt,,20251103-012,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chả cá Trí,2.280.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251103-013,
03/11/2025,Thu,Doanh thu Bán hàng,Anh Thuận thanh toán công nợ,1.488.000,Trang,MR THUẬN- SG (NOWZOON),KL,Tiền mặt,,20251103-014,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Bé Tân,1.488.000,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251103-015,
03/11/2025,Thu,Doanh thu Bán hàng,NBQN cs3 thanh toán công nợ T9,3.986.500,Trang,NH QUẢNG NINH-CS3,NH,Tiền mặt,,20251103-016,
03/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Bé Tân,3.986.500,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251103-017,
03/11/2025,Chi,Vận chuyển,Gửi 1 thùng tài thắng cho Phương HN,250.000,Trang,Khác,Khác,Tiền mặt,,20251103-018,
03/11/2025,Chi,Vận chuyển,Xăng xe máy,80.000,Trang,Khác,Khác,Tiền mặt,,20251103-019,
03/11/2025,Chi,Vận chuyển,Gửi 3 thùng phú quốc cho Vạn Quang,750.000,Trang,Khác,Khác,Tiền mặt,,20251103-020,
03/11/2025,Chi,Vận chuyển,Đổ xăng xe tải,800.000,Trang,Khác,Khác,Tiền mặt,,20251103-021,
03/11/2025,Chi,Vận chuyển,Gửi 2 thùng BXMD cho MEat,200.000,Trang,Khác,Khác,Tiền mặt,,20251103-022,
03/11/2025,Chi,Vận chuyển,Gửi 1 thùng cho DPN + 1 thùng cho VietArt,150.000,Trang,Khác,Khác,Tiền mặt,,20251103-023,
03/11/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi,345.000,Trang,Khác,Khác,Tiền mặt,,20251103-024,
03/11/2025,Chi,Chi phí Sản xuất chung,Mua đá khô,350.000,Trang,Khác,Khác,Tiền mặt,,20251103-025,
03/11/2025,Chi,Khác,Nhận 1 thùng rong (Dự án Nhum),70.000,Trang,Khác,Khác,Tiền mặt,,20251103-026,
03/11/2025,Chi,Vận chuyển,Gửi 3 thùng cho Vạn quang vĩnh long (có 1 thùng lớn),500.000,Trang,Khác,Khác,Tiền mặt,,20251103-027,
03/11/2025,Chi,Chi phí nguyên vật liệu,Nhận 8 thùng BT chị Thông phú quý gửi,1.200.000,Trang,Khác,Khác,Tiền mặt,,20251103-028,
03/11/2025,Thu,Doanh thu Bán hàng,CTY DONG PHUONG TRA ECO ORGANIC NHA TRANG HDMB EO-DP16 công nợ,70.179.840,Trang,CT ĐÔNG PHƯƠNG,KL,TCB CTY,,20251103-029,
03/11/2025,Thu,Doanh thu Bán hàng,Baba phú quốc thanh toán công nợ,25.306.950,Trang,NH BABABA-PHÚ QUỐC,NH,TCB CTY,,20251103-030,
03/11/2025,Thu,Doanh thu Bán hàng,Cty Sonba ck trung nhum công nợ,1.600.000,Trang,CT TNHH SƠN BA (MR THÀNH VIN),KL,TCB CTY,,20251103-031,
03/11/2025,Thu,Doanh thu Bán hàng,Cty Sonba ck trung nhum công nợ,128.000,Trang,CT TNHH SƠN BA (MR THÀNH VIN),KL,TCB CTY,,20251103-032,
03/11/2025,Thu,Doanh thu Bán hàng,Mr Hải thanh toán công nợ,2.402.400,Trang,MR HẢI- HN,KL,TK Dung,,20251103-033,
03/11/2025,Chi,Chi phí Sản xuất chung,Thanh toán điện nước cửa hàng HN tháng 10/2025,1.224.000,Trang,Khác,Khác,TK Dung,,20251103-034,
03/11/2025,Thu,Doanh thu Bán hàng,Mr Nhật Trần thanh toán công nợ bill 3/11,1.023.500,Trang,MR NHẬT TRẦN - HN,KL,TK Dung,,20251103-035,
03/11/2025,Thu,Doanh thu Bán hàng,Anh Hợp thanh toán công nợ,5.325.000,Trang,MR HỢP - ĐÀ NẴNG,KL,Tk Ni,,20251103-036,
03/11/2025,Thu,Doanh thu Bán hàng,Baba PQ thanh toán tiền vận chuyển công nợ,300.000,Trang,NH BABABA-PHÚ QUỐC,NH,Tk Ni,,20251103-037,
03/11/2025,Thu,Doanh thu Bán hàng,Mai Trinh thanh toán công nợ,4.777.000,Trang,MS MAI TRINH- ĐÀ NẴNG,KL,Tk Ngợi,,20251103-038,
03/11/2025,Thu,Doanh thu Bán hàng,Anh Tân hải phòng thanh toán công nợ,3.529.000,Trang,MR TÂN- HẢI PHÒNG,KL,Tk Ngợi,,20251103-039,
03/11/2025,Thu,Doanh thu Bán hàng,81/2 Hoàng Diệu thanh toán công nợ,1.800.000,Trang,"MS MINH TRANG- 81/2 HOÀNG DIỆU, NHA TRANG",KL,Tk Ngợi,,20251103-040,
02/11/2025,Chi,Vận chuyển,Gửi 1 thùng cho Thủy Tiên PQ  + 4t cho Vạn Quang phú quốc,1.150.000,Trang,Khác,Khác,Tiền mặt,,20251102-001,
02/11/2025,Chi,Vận chuyển,Gửi 2 thùng xe cont cho Phương HN,500.000,Trang,Khác,Khác,Tiền mặt,,20251102-002,
02/11/2025,Chi,Chi phí nguyên vật liệu,Nhận 2 thùng bt do a Tới phú quý gửi + xe ba gác a Ngọ chở từ xe về xưởng,350.000,Trang,Khác,Khác,Tiền mặt,,20251102-003,
02/11/2025,Chi,Vận chuyển,Gửi 2 thùng cho DPN,200.000,Trang,Khác,Khác,Tiền mặt,,20251102-004,
02/11/2025,Chi,Chuyển nội bộ,Rút tiền tk công ty,100.000.000,Trang,Nội Bộ,Nội Bộ,TCB CTY,,20251102-005,
02/11/2025,Chi,Khác,"Góp cổ phần dự án nhum: Thanh toán tiền mua nhum con của cô Mai: 410 con * 6,5k + tiền mua sò ... 1350k",4.015.000,Trang,Khác,Khác,TK Dung,,20251102-006,
01/11/2025,Chi,Khác,Góp cổ phần vào nuôi nhum: mua thùng xốp + băng keo đi nhận nhum con,290.000,Trang,Khác,Khác,Tiền mặt,,20251101-001,
01/11/2025,Chi,Vận chuyển,Gửi 1 thùng cho Baba phú quốc,250.000,Trang,Khác,Khác,Tiền mặt,,20251101-002,
01/11/2025,Chi,Chi phí nguyên vật liệu,Nhận 2 thùng kiếm steak cho Phương Dung gửi,200.000,Trang,Khác,Khác,Tiền mặt,,20251101-003,
01/11/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi,345.000,Trang,Khác,Khác,Tiền mặt,,20251101-004,
01/11/2025,Chi,Vận chuyển,Gửi 3 thùng cho DPN và 1 thùng cho chị Hằng DN + 1t cho Ngọc Anh,450.000,Trang,Khác,Khác,Tiền mặt,,20251101-005,
01/11/2025,Thu,Doanh thu Bán hàng,Anh Bắc trương định thanh toán công nợ,41.024.000,Trang,"MR BẮC - TRƯƠNG ĐỊNH, HN",KL,Tiền mặt,,20251101-006,
01/11/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,41.024.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251101-007,
01/11/2025,Thu,Doanh thu Bán hàng,Mayonaka thanh toan thang 10 công nợ,4.040.400,Trang,CT TNHH MTV ĐẠI VY (NH MAYONAKA),KL,TCB CTY,,20251101-008,
01/11/2025,Thu,Doanh thu Bán hàng,CTY VO GIA TT HD 1102 công nợ,8.370.000,Trang,CT TNHH TM THỰC PHẨM VÕ GIA (MR THỐNG),NH,TCB CTY,,20251101-009,
01/11/2025,Thu,Doanh thu khác,Tra lai so du tren tai khoan - thang 10/2025,65.485,Trang,Techcombank,Ngân hàng,TCB CTY,,20251101-010,
01/11/2025,Chi,Chi phí khác,Thu phí home banking,110.000,Trang,Techcombank,Ngân hàng,TCB CTY,,20251101-011,
