Ngày,Loại,Hạng mục,Diễn giải,Số tiền,Người thực hiện,Đối tượng,Dạng đối tượng,Tài khoản,Tài khoản liên quan,Mã giao dịch,Chứng từ
08/10/2025,Chi,Chi phí nguyên vật liệu,Xe ba gác chở bt Bé Tân đến xưởng (chiều 1 chuyến + tối 1 chuyến),200.000,Trang,Khác,Khác,Tiền mặt,,20251008-038,
08/10/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi ngày 6/10 +15 bao ngày 7/10 + 15 bao ngày 8/10,1.035.000,Trang,Khác,Khác,Tiền mặt,,20251008-039,
08/10/2025,Chi,Vận chuyển,Gửi 3 thùng DPN + 1 thùng c Hằng + 1 thùng A Nhân ĐN,450.000,Trang,Khác,Khác,Tiền mặt,,20251008-040,
08/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng bt a Tới gửi + 1 thùng nhum Đỗ thị Ánh gửi,400.000,Trang,Khác,Khác,Tiền mặt,,20251008-041,
08/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Nguyễn Thị Thu bt,1.710.000,Trang,NCC NGUYỄN THỊ THU - PHÚ QUÝ,NCC,Tiền mặt,,20251008-042,
08/10/2025,Thu,Doanh thu Bán hàng,Chị Hằng Totoro thanh toán công nợ,9.312.500,Trang,CT TNHH DV TOTORO VN (MS HẰNG - ĐÀ NẴNG),NH,TK Dung,,20251008-043,
08/10/2025,Thu,Doanh thu Bán hàng,Anh Nam la thành thanh toán công nợ phần cá nhân,10.261.500,Trang,"CT TNHH TISM & CO ( MR NAM- LA THÀNH,HN)",NH,TK Dung,,20251008-044,
08/10/2025,Thu,Doanh thu Bán hàng,Anh Đông phú quốc thanh toán công nợ,1.950.000,Trang,MR ĐÔNG - PHÚ QUỐC,NH,TK Linh,,20251008-045,
08/10/2025,Thu,Doanh thu Bán hàng,Anh Nhân The View thanh toán công nợ t8,960.000,Trang,CT TNHH UMEYAKIA (MR NHÂN- THE VIEW ĐÀ NẴNG),NH,TK Linh,,20251008-046,
08/10/2025,Thu,Doanh thu Bán hàng,SH Foods tt bill 27/9 công nợ,34.875.000,Trang,CT TNHH TM TP SH (SH FOODS),NPP,Tk Ni,,20251008-047,
08/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi size 1up + Bạch tuộc tươi + Nhum nguyên liệu (đvt: con),12.514.500,Trang,NCC KIM DUNG - NINH HÒA,NCC,TK Nợ NCC,,20251008-048,
08/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Chả cá,14.000.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,TK Nợ NCC,,20251008-049,
08/10/2025,KN,Doanh thu Bán hàng,Giao hàng Trứng Nhum AA 200g/khay+Râu bạch tuộc,14.750.000,Trang,CT TNHH NEW FRESH FOODS,NPP,TK KN,,20251008-050,https://drive.google.com/file/d/1IFPWkEQAUiFmjmrxBUHTjWTT2OvKL_2Y/view?usp=drivesdk
08/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi (hàng đỏ) + Bạch tuộc tươi,24.017.500,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,TK Nợ NCC,,20251008-051,
08/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Nhum nguyên con (đvt: con),5.400.000,Trang,NCC NHUM ĐEN - NGUYỄN THỊ PHÚC,NCC,TK Nợ NCC,,20251008-052,
08/10/2025,Thu,Doanh thu Bán hàng,Chị Lì SG thanh toán công nợ ,2.600.000,Trang,MS LÌ - SÀI GÒN,KL,Tk Ni,,20251008-053,
08/10/2025,Thu,Doanh thu Bán hàng,Anh Thủy- Nghệ An tt hết công nợ T8/25,4.042.500,Trang,MR THỦY- NGHỆ AN (FUJIMO),NH,Tk Ngợi,,20251008-054,
08/10/2025,Thu,Doanh thu Bán hàng,81/2 hoàng diệu thanh toán công nợ,1.800.000,Trang,"MS MINH TRANG- 81/2 HOÀNG DIỆU, NHA TRANG",KL,Tk Ngợi,,20251008-055,
08/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ ncc cá tươi chị Xuân Phương (22-29/9),10.074.000,Trang,NCC CÁ TƯƠI - CHỊ XUÂN PHƯƠNG - QN,NCC,Tk Ngợi,,20251008-056,
08/10/2025,KN,Doanh thu bán hàng,"Giao hàng Cá Bè (Cá Khế, Cá Giấy, cá viễn)",2.522.000,Trang,CHEF HỒNG - HN,KL,TK KN,,20251008-057,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,15.531.000,Trang,CT TNHH TM THỰC PHẨM VÕ GIA (MR THỐNG),NH,TK KN,,20251007-001,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako + RÂU + VAT,10.527.840,Trang,CT TNHH MTV TM NAM ANH FOODS (MR VINH- ĐÀ NẴNG),KL,TK KN,,20251007-002,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Loin lườn kiếm + Mực Nang sushi Sashimi đông khay (200g/ khay),10.351.500,Trang,HKD SUSHITO (NHÀ KHO)- SG,NH,TK KN,,20251007-003,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku,16.227.000,Trang,CT TNHH VIETART F&B,NH,TK KN,,20251007-004,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc + Bánh Takoyaki,500.000,Trang,NH UNI SUSHI,NH,TK KN,,20251007-005,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,15.097.000,Trang,CT TNHH TP NHẬT KOTO (MR KIÊN- HL),NPP,TK KN,,20251007-006,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Lườn kiếm nướng,2.754.000,Trang,CT 138 ENT (LẨU CÁ THANH ĐA) - SG,NH,TK KN,,20251007-007,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Trứng nhum AA 100g/khay,1.550.000,Trang,SS IKUSACHI- SG,NH,TK KN,,20251007-008,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Chả cá + phí vận chuyển + Bạch tuộc tako + Tuna loin 3-5,17.217.500,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251007-009,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng Nhum AA 200g/khay + Mực Nang sushi Sashimi (160g/ khay) + Tuna Saku A,2.309.000,Trang,ANH LỘC - ĐÔNG NAI,NH,TK KN,,20251007-010,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Trứng Nhum AA 200g/khay,564.000,Trang,NH NAGI 2 - GÒ VẤP,NH,TK KN,,20251007-011,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Tuna Saku XK + Cá Cờ Kiếm Saku + Tuna Saku A,1.777.000,Trang,CT TNHH MTV ISHIGA (PHIPHI SS)- ĐÀ NẴNG,NH,TK KN,,20251007-012,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Chả cá + Kiếm steak,4.719.600,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251007-013,
07/10/2025,KN,Doanh thu bán hàng,Giao hàng Chả cá + Kiếm steak + Mực Nang 500-800,39.114.800,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TK KN,,20251007-014,
07/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Nhum nguyên con (đvt: con) + Sò Lông NL,4.950.000,Trang,NCC NHUM ĐEN - NGUYỄN THỊ PHÚC,NCC,TK Nợ NCC,,20251007-015,
07/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Trứng Nhum AA 200g/khay,33.840.000,Trang,HOÀNG THỊ THÚY - HÒN RỚ (CÔ THỦY),NCC,TK Nợ NCC,,20251007-016,
07/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi + Bạch tuộc tươi size 1up,43.188.000,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,TK Nợ NCC,,20251007-017,
07/10/2025,Chi,Chuyển nội bộ,Rút tiền tk công ty,60.000.000,Trang,Nội Bộ,Nội Bộ,TCB CTY,,20251007-018,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Kim Dung ninh hòa (hết T9/2025),49.669.500,Trang,NCC KIM DUNG - NINH HÒA,NCC,TCB CTY,,20251007-019,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Hoàn Truyền hd 263,56.082.600,Trang,CT HOÀN TRUYỀN,NCC,TCB CTY,,20251007-020,
07/10/2025,Chi,Chi phí nguyên vật liệu,"TT công nợ Tuyết Sương (hết hđ số 2, 1 phần công nợ t8)",83.700.000,Trang,NCC CHẢ CÁ - CHỊ TUYẾT SƯƠNG - PY,NCC,TCB CTY,,20251007-021,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Vẹm Dũng cr hđ 30,24.462.000,Trang,NCC VẸM - DŨNG  - CR,NCC,TCB CTY,,20251007-022,
07/10/2025,Chi,Chi phí nguyên vật liệu,"TT công nợ Trường Thảo T9,2025 hđ 654",39.296.250,Trang,CT TRƯỜNG THẢO - PY (TRƯỜNG),NCC,TCB CTY,,20251007-023,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Thiệu (unc nốt hđ 199 cho Viet Tuna Vy),115.000.000,Trang,NCC THIỆU - CHỊ TÂM ,NCC,TCB CTY,,20251007-024,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Son ninh hòa,10.330.000,Trang,NCC NHUM - SON - NINH HÒA,NCC,TCB CTY,,20251007-025,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ Viet Organic (lần 2 hđ 272),52.111.525,Trang,CT VIỆT ORGANIC - TAM QUAN,NCC,TCB CTY,,20251007-026,
07/10/2025,Chi,Chi phí Sản xuất chung,Tiền mua băng keo bách lưới từ 22/8-7/10 hđ 90,6.588.000,Trang,Khác,Khác,TCB CTY,,20251007-027,
07/10/2025,Chi,Vận chuyển,thanh toan hoa don 2639 cho cty Phuong Nam,1.210.000,Trang,Khác,Khác,TCB CTY,,20251007-028,
07/10/2025,Thu,Doanh thu Bán hàng,CTY NGUYEN PHUONG TT công nợ TIEN HANG T9 2025,205.388.787,Trang,CT TNHH NGUYÊN PHƯƠNG,NPP,TCB CTY,,20251007-029,
07/10/2025,Thu,Chuyển nội bộ,Rút tiền tk công ty,60.000.000,Trang,Nội Bộ,Nội Bộ,Tiền mặt,,20251007-030,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ anh Tới 5+6/10,20.639.000,Trang,NCC BT - ANH TỚI - PHÚ QUÝ,NCC,Tiền mặt,,20251007-031,
07/10/2025,Chi,Chi phí khác,Mua đồ cúng,248.000,Trang,Khác,Khác,Tiền mặt,,20251007-032,
07/10/2025,Thu,Doanh thu Bán hàng,Hải sản xanh thanh toán công nợ,3.654.000,Trang,CT TNHH XK & NK AN PHÚ (HSX 55 MỄ TRÌ),KL,Tiền mặt,,20251007-033,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,3.654.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251007-034,
07/10/2025,Thu,Doanh thu Bán hàng,Chị Thanh Thảo thanh toán công nợ,2.600.000,Trang,MS THANH THẢO- SG,KL,Tiền mặt,,20251007-035,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,2.600.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251007-036,
07/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ cô Thủy lấy 3 thùng nhum,33.840.000,Trang,HOÀNG THỊ THÚY - HÒN RỚ (CÔ THỦY),NCC,Tiền mặt,,20251007-037,
07/10/2025,Chi,Vận chuyển,Đổ xăng xe tải,800.000,Trang,Khác,Khác,Tiền mặt,,20251007-038,
07/10/2025,Chi,Chi phí khác,Thanh toán tiền thu gom rác 60 bao,600.000,Trang,Khác,Khác,Tiền mặt,,20251007-039,
07/10/2025,Chi,Vận chuyển,Gửi 5 thùng tài thắng cho Phương Hn (có 4 thùng ghép nối cao thêm),1.400.000,Trang,Khác,Khác,Tiền mặt,,20251007-040,
07/10/2025,Chi,Vận chuyển,Gửi 2 thùng cho Vạn Quang phú quốc,500.000,Trang,Khác,Khác,Tiền mặt,,20251007-041,
07/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 3 thùng nhum nguyên con Bình Thuận,300.000,Trang,Khác,Khác,Tiền mặt,,20251007-042,
07/10/2025,Chi,Chi phí Sản xuất chung,Sửa 2 cân,250.000,Trang,Khác,Khác,Tiền mặt,,20251007-043,
07/10/2025,Chi,Vận chuyển,Gửi 6 thùng DPN + 1 thùng cho Phiphi sushi DN,650.000,Trang,Khác,Khác,Tiền mặt,,20251007-044,
07/10/2025,Chi,Vận chuyển,Gửi 1 thùng vạn quang vĩnh long,150.000,Trang,Khác,Khác,Tiền mặt,,20251007-045,
07/10/2025,Chi,Hoa hồng,"Hoa hồng anh Khanh Hadu T8,2025",1.200.000,Trang,Khác,Khác,Tiền mặt,,20251007-046,
07/10/2025,Chi,Hoa hồng,"Hoa hồng Bùi Văn Tuấn NT T9,2025",144.000,Trang,Khác,Khác,Tiền mặt,,20251007-047,
07/10/2025,Chi,Chi phí khác,"Tiền nước xưởng T9,2025",2.251.725,Trang,Khác,Khác,Tiền mặt,,20251007-048,
07/10/2025,Chi,Hoa hồng,"Hoa hồng nhà hàng NBQN T8,2025",1.150.000,Trang,Khác,Khác,Tiền mặt,,20251007-049,
07/10/2025,Chi,Hoa hồng,"Hoa hồng anh Hùng (khách cty Lyntime T8,2025",980.000,Trang,Khác,Khác,Tiền mặt,,20251007-050,
07/10/2025,Chi,Hoa hồng,"Chiết khấu doanh thu Đảo HS tháng 8,2025",500.000,Trang,Khác,Khác,Tiền mặt,,20251007-051,
07/10/2025,Thu,Doanh thu Bán hàng,Bách lưới nha trang thanh toán công nợ,300.000,Trang,Khác,Khác,Tiền mặt,,20251007-052,
07/10/2025,Chi,Chi phí Sản xuất chung,Mua 1 thùng nhựa xanh ở bách lưới,180.000,Trang,Khác,Khác,Tiền mặt,,20251007-053,
06/10/2025,Chi,Chuyển nội bộ,Rút tiền tk công ty,80.000.000,Trang,Nội Bộ,Nội Bộ,TCB CTY,,20251006-001,
06/10/2025,Thu,Doanh thu Bán hàng,sushi tiger thanh toan cong no SAKA NA thang 9 (anh Nam la thành thanh toán công nợ),7.492.272,Trang,"CT TNHH TISM & CO ( MR NAM- LA THÀNH,HN)",NH,TCB CTY,,20251006-002,
06/10/2025,Thu,Doanh thu Bán hàng,Madison alnd TT mua thuc pham cho outlet T08.25 (thanh toán công nợ),4.003.125,Trang,CT MADISON LAND HỒ TRÀM,NH,TCB CTY,,20251006-003,
06/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 4 thùng nang Truyền vũng tàu gửi xe ngọc phát,560.000,Trang,Khác,Khác,Tiền mặt,,20251006-004,
06/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 8 thùng nang HS Linh Linh gửi bx phía nam,1.680.000,Trang,Khác,Khác,Tiền mặt,,20251006-005,
06/10/2025,Chi,Chi phí khác,Mua đồ đơm,130.000,Trang,Khác,Khác,Tiền mặt,,20251006-006,
06/10/2025,Chi,Chi phí khác,Gửi hợp đồng cho Đông phương,15.000,Trang,Khác,Khác,Tiền mặt,,20251006-007,
06/10/2025,Thu,Chuyển nội bộ,Rút tiền tk công ty,80.000.000,Trang,Nội Bộ,Nội Bộ,Tiền mặt,,20251006-008,
06/10/2025,Chi,Chi phí nguyên vật liệu,Gửi tiền vào tk Phạm Thị Lợi để mua bạch tuộc + phí 22k (TT công nợ),40.022.000,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,Tiền mặt,,20251006-009,
06/10/2025,Chi,Vận chuyển,Xăng xe tải,300.000,Trang,Khác,Khác,Tiền mặt,,20251006-010,
06/10/2025,Chi,Chi phí nguyên vật liệu,Xe vào bến phía nam nhận nang,15.000,Trang,MS MAI TRINH- ĐÀ NẴNG,KL,Tiền mặt,,20251006-011,
06/10/2025,Chi,Lương thưởng,Lương T9 của Trần Mỹ Lệ,7.459.000,Trang,Khác,Khác,Tiền mặt,,20251006-012,
06/10/2025,Chi,Lương thưởng,Lương T9 của Phương (phần cá nhân),3.901.000,Trang,Khác,Khác,Tiền mặt,,20251006-013,
06/10/2025,Chi,Vận chuyển,Thanh toán phí vc kvhn cho Phương: 22-30/09/2025,2.395.000,Trang,Khác,Khác,Tiền mặt,,20251006-014,
06/10/2025,Chi,Lương thưởng,Lương + tiền chạy quảng cáo T9 của Trâm Anh sale,9.608.921,Trang,Khác,Khác,Tiền mặt,,20251006-015,
06/10/2025,Chi,Lương thưởng,Tiền cơ động tháng 9/2025,5.000.000,Trang,Khác,Khác,Tiền mặt,,20251006-016,
06/10/2025,Thu,Doanh thu khác,Thu tiền bán phế liệu,200.000,Trang,Khác,Khác,Tiền mặt,,20251006-017,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc + Tuna Saku A,5.874.000,Trang,MR ĐỊNH- NHA TRANG,KL,TK KN,,20251006-018,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,9.544.500,Trang,CT TNHH GINKAKU ( MS THIÊN TRANG),NH,TK KN,,20251006-019,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng Nhum AA 200g/khay + Tuna Saku A,9.090.000,Trang,CT TNHH TP NHẬT KOTO (MR KIÊN- HL),NPP,TK KN,,20251006-020,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang sushi Sashimi (160g/ khay),1.102.500,Trang,"CT TNHH TISM & CO ( MR NAM- LA THÀNH,HN)",NH,TK KN,,20251006-021,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng nhum tươi,1.732.500,Trang,CT MARUSEI - SG,NPP,TK KN,,20251006-022,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Cá Cờ Kiếm Saku + Tuna Saku A,13.374.000,Trang,MS GIANG- CẦN THƠ,KL,TK KN,,20251006-023,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng sụn xương cá kiếm,248.000,Trang,MR HOÀNG - NHA TRANG,KL,TK KN,,20251006-024,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang sushi Sashimi (160g/ khay),1.050.000,Trang,"MR DUY - VĂN CAO, HN",KL,TK KN,,20251006-025,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Chả cá,1.050.000,Trang,MR TRÌNH - SG,KL,TK KN,,20251006-026,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,1.950.000,Trang,MR ĐÔNG - PHÚ QUỐC,NH,TK KN,,20251006-027,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Bạch tuộc tako + tuna saku,14.013.670,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251006-028,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Hàu Nhật Hyogo đông lạnh nguyên vỏ size M (9-11 con/kg) + Cá Cờ Kiếm Saku + Tuna Saku A + Bạch tuộc LSNC 30-50 + Tôm Thẻ Lột + Ngao Bộp Tím nguyên con,2.032.000,Trang,NH UNI SUSHI,NH,TK KN,,20251006-029,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A + Cá Cờ Kiếm Saku,5.422.725,Trang,CT TNHH SAKURA SUSHI,NH,TK KN,,20251006-030,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc,1.800.000,Trang,"MS MINH TRANG- 81/2 HOÀNG DIỆU, NHA TRANG",KL,TK KN,,20251006-031,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,24.891.408,Trang,CT TNHH NGUYÊN PHƯƠNG,NPP,TK KN,,20251006-032,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Tako mix,2.600.000,Trang,MS THANH THẢO- SG,KL,TK KN,,20251006-033,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Chả cá,3.654.000,Trang,CT TNHH XK & NK AN PHÚ (HSX 55 MỄ TRÌ),KL,TK KN,,20251006-034,
06/10/2025,KN,Doanh thu bán hàng,Giao hàng Nhum nguyên con (đvt: con),3.382.500,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TK KN,,20251006-035,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Nhum nguyên liệu (đvt: con),3.003.000,Trang,NCC KIM DUNG - NINH HÒA,NCC,TK Nợ NCC,,20251006-036,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi size 1up + Bạch tuộc tươi + Nhum hũ,10.330.500,Trang,NCC NHUM - SON - NINH HÒA,NCC,TK Nợ NCC,,20251006-037,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi size 0.5-1kg + Bạch tuộc tươi size 1up + Bạch tuộc tươi,15.330.000,Trang,NCC NHUM - KIM LOAN - NINH THUẬN,NCC,TK Nợ NCC,,20251006-038,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi size 1up + Bạch tuộc tươi (hàng đỏ) + Bạch tuộc tươi,7.206.800,Trang,NCC BT - ANH TỚI - PHÚ QUÝ,NCC,TK Nợ NCC,,20251006-039,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Mực Nang 500-800,31.160.000,Trang,CT HOÀN TRUYỀN,NCC,TK Nợ NCC,,20251006-040,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng VAT + Mực Nang 500-800,73.637.475,Trang,CT HẢI SẢN LINH LINH,NCC,TK Nợ NCC,,20251006-041,
06/10/2025,Thu,Doanh thu Bán hàng,Mr Trình thanh toán công nợ bill 6/10,1.050.000,Trang,MR TRÌNH - SG,KL,Tiền mặt,,20251006-042,
06/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt chị Phạm Thị Lợi,1.050.000,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,Tiền mặt,,20251006-043,
06/10/2025,Thu,Doanh thu Bán hàng,Thiên Trang thanh toán công nợ,65.828.000,Trang,CT TNHH GINKAKU ( MS THIÊN TRANG),NH,Tiền mặt,,20251006-044,
06/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa hòn rớ,65.828.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251006-045,
06/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Trang hòn xện,4.000.000,Trang,NCC CHỊ TRANG - HÒN XỆN,NCC,Tiền mặt,,20251006-046,
06/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Phạm Thị Lợi,2.138.000,Trang,NCC PHẠM THỊ LỢI - PHÚ QUÝ,NCC,Tiền mặt,,20251006-047,
06/10/2025,Chi,Chi phí khác,Đưa cô Dư tiền đi chợ tuần tiếp theo,2.260.000,Trang,khác,Khác,Tiền mặt,,20251006-048,
06/10/2025,Chi,Chi phí khác,Đóng tiền internet kv HN tháng 9/2025,260.000,Trang,khác,Khác,Tiền mặt,,20251006-049,
06/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng nhum nguyên con chị Phúc gửi,120.000,Trang,khác,Khác,Tiền mặt,,20251006-050,
06/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 4 thùng bt Phạm Thị Lợi gửi,600.000,Trang,khác,Khác,Tiền mặt,,20251006-051,
06/10/2025,Chi,Vận chuyển,Gửi 1 thùng sài gòn cho Lệ,100.000,Trang,khác,Khác,Tiền mặt,,20251006-052,
06/10/2025,Chi,Vận chuyển,Gửi 2 thùng DPN + VietArt,200.000,Trang,khác,Khác,Tiền mặt,,20251006-053,
06/10/2025,Chi,Vận chuyển,Gửi 1 thùng cho Vạn Quang Phú Quốc,250.000,Trang,khác,Khác,Tiền mặt,,20251006-054,
06/10/2025,Thu,Doanh thu Bán hàng,NH KYOBASHI IZAKAYA- SG thanh toán công nợ,1.552.000,Trang,NH KYOBASHI IZAKAYA- SG,NH,TK Dung,,20251006-055,
06/10/2025,Thu,Lương thưởng,Mr Hoàn ck trả lại tiền lương dư so với thực tế (unc),1.955.000,Trang,Mr. Hoàn,Ban Lãnh Đạo,TK Dung,,20251006-056,
06/10/2025,Thu,Doanh thu Bán hàng,sushi graden  TT công nợ,2.028.000,Trang,SS GARDEN NGUYỄN TRÃI,NH,Tk Ngợi,,20251006-057,
06/10/2025,Thu,Doanh thu Bán hàng,sushi graden nguyễn văn lộc TT công nợ,1.440.000,Trang,SS GARDEN- NGUYỄN VĂN LỘC,NH,Tk Ngợi,,20251006-058,
06/10/2025,Thu,Doanh thu Bán hàng,Mai trinh ck TT công nợ,2.210.000,Trang,MS MAI TRINH- ĐÀ NẴNG,KL,Tk Ngợi,,20251006-059,
06/10/2025,Thu,Doanh thu Bán hàng,Em tuân HN TT công nợ,456.750,Trang,MR TUÂN - HN,KL,Tk Ngợi,,20251006-060,
06/10/2025,Thu,Doanh thu Bán hàng,Anh Hùng Mai Hắc đế thanh toán bill  TT công nợ,2.457.000,Trang,MR HÙNG- MAI HẮC ĐẾ - HN,KL,Tk Ngợi,,20251006-061,
06/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Nhum nguyên con (đvt: con) + Sò Lông Nửa Mảnh,2.275.000,Trang,NCC NHUM ĐEN - NGUYỄN THỊ PHÚC,NCC,TK Nợ NCC,,20251006-062,
05/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 13 thùng cá tươi bãi Vũ Mập,2.800.000,Trang,Khác,Khác,Tiền mặt,,20251005-001,
05/10/2025,Chi,Vận chuyển,Thanh toán tiền grab anh Trãi: giao 15 thùng Ocean Link việt nhật + 1 thùng A Toàn DN,820.000,Trang,Khác,Khác,Tiền mặt,,20251005-002,
05/10/2025,Chi,Chi phí Sản xuất chung,Mua 8 hộp găng tay y tế xưởng dùng,320.000,Trang,Khác,Khác,Tiền mặt,,20251005-003,
05/10/2025,Chi,Vận chuyển,Gửi 2 thùng xe tài thắng cho Phương HN,500.000,Trang,Khác,Khác,Tiền mặt,,20251005-004,
05/10/2025,Chi,Vận chuyển,Gửi 9 thùng cho DPN,900.000,Trang,Khác,Khác,Tiền mặt,,20251005-005,
05/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng bt a Tới phú quý gửi bãi Ông Tư (sáng),220.000,Trang,Khác,Khác,Tiền mặt,,20251005-006,
05/10/2025,Chi,Chi phí nguyên vật liệu,Xe ba gác chở bt Bé Tân đến xưởng,100.000,Trang,Khác,Khác,Tiền mặt,,20251005-007,
05/10/2025,Chi,Vận chuyển,Gửi 2 thùng cho Vạn Quang phú quốc,500.000,Trang,Khác,Khác,Tiền mặt,,20251005-008,
05/10/2025,Chi,Chi phí khác,Tiền ăn trưa 5 người làm chủ nhật,150.000,Trang,Khác,Khác,Tiền mặt,,20251005-009,
05/10/2025,Chi,Vận chuyển,Gửi 1 thùng cho chị Giang cần thơ,150.000,Trang,Khác,Khác,Tiền mặt,,20251005-010,
05/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng bt a Tới phú quý gửi (nhận tối),150.000,Trang,Khác,Khác,Tiền mặt,,20251005-011,
